CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,Status,Low Cost Textbook,Capacity,Enrolled,Instructor Type,Term
8563,FNAR 201,2,World Art in Context I,3,"AICE, LETR, XFAH",Lec,TR,1800-1915,Ferguson Center for the Arts 201,Ryan Peck,2,OPEN,,19,17,Adjunct,Spring Semester 2021
8305,PHYS 151,2,College Physics I,3,"AINW, GE, NSCI, SCIE, XNAT",Lec,TR,1100-1215,Joseph W. Luter III Hall 121,Ryan Fisher,4,OPEN,,99,95,Full Time,Fall Semester 2023
9269,BUSN 448,1,Enterprise Management,3,,Lec,TR,0800-0915,Joseph W. Luter III Hall 105,Robert Wilson,-4,CLOSED,,19,23,Adjunct,Fall Semester 2021
9078,THEA 210,2,The Dramatic Impulse,3,"AICE, HUMN, LETR, XTHE",Lec,MW,1100-1215,Ferguson Center for the Arts 221,Jason Ammons,1,OPEN,,24,23,Full Time,Fall Semester 2026
8017,BIOL 300,1,Biostats-Statstcl App Life Sci,3,,Lec,TR,0800-0915,Forbes Hall 2090,Drew Velkey,-1,CLOSED,,12,13,Full Time,Fall Semester 2025
8518,FNAR 117,2,3D Design,3,LOW,Stu,MW,1700-1920,Torggler Fine Arts Center 119,Jacob Lahah,1,OPEN,YES,16,15,Adjunct,Fall Semester 2026
8970,ACCT 401,1,Introduction to Taxation,3,,Lec,TR,1800-1915,Joseph W. Luter III Hall 142,Mary Scott,7,OPEN,,19,12,Full Time,Fall Semester 2022
8718,ENGL 250,1,Shaping Lang: Creative Writ,3,AICE,Lec,MW,1600-1715,Lewis McMurran Hall 101,Ivan Rodden,4,OPEN,,25,21,Full Time,Fall Semester 2020
8410,FNAR 201,2,World Art in Context I,3,"AICE, LETR, XFAH",Lec,MWF,1000-1050,Torggler Fine Arts Center 102,Kelly O'Connor-Salomon,4,OPEN,,45,41,Adjunct,Spring Semester 2023
9314,MATH 499,2,Independent Research,1,"LLF, LLFM",Ind,,-,To Be Arranged ,Iordanka Panayotova,-2,CLOSED,,0,2,Full Time,Fall Semester 2023
8899,MUSC 312,1,"Extend Tonal Tech, Lrg Frms,",3,LETR,Lec,MWF,1100-1150,Ferguson Center for the Arts P136,Chelsey Hamm,9,OPEN,,29,20,Full Time,Spring Semester 2021
8513,FNAR 201,3,World Art in Context I,3,"AICE, LETR, XFAH",Lec,MWF,1200-1250,Torggler Fine Arts Center ,Kelly O'Connor-Salomon,24,OPEN,,24,0,Adjunct,Spring Semester 2027
8864,HIST 342,1,American Environmental History,3,AMER,Lec,TR,1500-1615,Lewis McMurran Hall 316,James Allison,0,CLOSED,,19,19,Full Time,Fall Semester 2023
8512,HONR 310,9,300-Level Seminar,3,"HON, LOW",Lec,MWF,1000-1050,Forbes Hall 2070D,Chris Meighan,-2,CLOSED,YES,24,26,Full Time,Spring Semester 2025
8928,PSYC 336,1,"Death, Dying, & Bereavement",3,LOW,Lec,M,1800-2045,Forbes Hall 2070E,Sherman Lee,-1,CLOSED,YES,35,36,Full Time,Spring Semester 2026
9021,BUSN 448,2,Enterprise Management,3,,Lec,MWF,1300-1350,Forbes Hall 2074,George Perry,4,OPEN,,24,20,Full Time,Spring Semester 2025
8351,ENGL 210,1,Introduction to Journalism,3,LOW,Lec,MWF,1000-1050,Lewis McMurran Hall 210,Cynthia Davis,10,OPEN,YES,25,15,Full Time,Spring Semester 2025
3095,BIOL 313,ON1,Genetics,3,,Lec,,-,Asynchronous Online Course ,Dave Knight,36,OPEN,,48,12,Full Time,Summer Term I 2023
9104,COLL 141,7,Student Success Seminar,1,,Lec,W,0900-0950,Forbes Hall 3014,Nicole Guajardo,-22,CLOSED,,0,22,Full Time,Fall Semester 2026
8899,ACCT 401,1,Introduction to Taxation,3,,Lec,MW,1600-1715,Joseph W. Luter III Hall 264,Vivian Paige,0,CLOSED,,24,24,Full Time,Fall Semester 2021
8935,RSTD 212,1M,Religions of the West,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,MWF,1400-1450,Lewis McMurran Hall 310,Kerry Fallon,0,CLOSED,,28,28,Adjunct,Fall Semester 2025
4011,TCHG 543,3,Classroom Mgmt and Discipline,2,LOW,Lec,MTW,1100-1315,Lewis McMurran Hall 200C,Jean Filetti,0,CLOSED,YES,7,7,Full Time,Summer Term II 2024
8821,ENGL 315,1,Adolescent Literature,3,"AIII, LETR, XENG",Lec,MW,1800-1915,Lewis McMurran Hall 260,Kara Keeling,9,OPEN,,25,16,Full Time,Fall Semester 2021
4005,HIST 276,S05,The Study of History Abroad,3,,Lec,,-,To Be Arranged ,John Hyland,16,OPEN,,20,4,Full Time,Extended Summer 2024
8635,PMED 030,1,Pre-med Scholars Prgm Act III,0,,Fie,TR,1230-1320,Forbes Hall 1022,Gwynne Brown,13,OPEN,,48,35,Full Time,Spring Semester 2022
8659,FNAR 205,1,Digital Photography,3,AICE,Stu,MW,1030-1250,Torggler Fine Arts Center 219,Kristin Kiser,2,OPEN,,16,14,Full Time,Fall Semester 2023
9287,BUSN 101,3C,Introduction to Business,3,,Lec,TR,1100-1215,Joseph W. Luter III Hall 170,Tom Hall,-12,CLOSED,,20,32,Full Time,Fall Semester 2024
8616,HONR 310,4,300-Level Seminar,3,HON,Lec,TR,1330-1445,Lewis McMurran Hall ,Kip Redick,0,CLOSED,,0,0,Full Time,Spring Semester 2027
8980,RSTD 212,1,Religions of the West,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,MWF,1400-1450,Lewis McMurran Hall 307,John Thompson,0,CLOSED,,18,18,Full Time,Spring Semester 2023
4017,LDSP 320,S15,Leadership Through the Ages,3,,Lec,,-,To Be Arranged ,Jess Hench,1,OPEN,,18,17,Adjunct,Extended Summer 2022
9337,SOCL 314,3,"Education, Culture and Society",3,,Lec,TR,0930-1045,Joseph W. Luter III Hall 157,Andrew Baird,2,OPEN,,19,17,Full Time,Spring Semester 2023
8826,ACCT 451,1,Govt & Not for Profit Accnting,3,,Lec,MWF,1000-1050,Forbes Hall 2070C,Jonathan Kugel,6,OPEN,,22,16,Full Time,Fall Semester 2024
8338,CPSC 360,1,Programming Language Concepts,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 236,Daniel Belsky,1,OPEN,,32,31,Full Time,Fall Semester 2026
8916,THEA 311,1,Theater History II,3,,Lec,MWF,1300-1350,Ferguson Center for the Arts 208,Grace Godwin,0,CLOSED,,26,26,Full Time,Spring Semester 2022
8017,CPSC 110,ON6,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1500-1550,Synchronous Online Course ,Kimberly Davis,5,OPEN,,49,44,Adjunct,Fall Semester 2020
8938,MUSC 312,1,Music Theory IV,3,LETR,Lec,MWF,1100-1150,Ferguson Center for the Arts 210,Chelsey Hamm,10,OPEN,,19,9,Full Time,Spring Semester 2023
9431,MUSC 112,3,Marching Band,1,AICE,Lab,MWF,1600-1750,To Be Arranged ,John Lopez,11,OPEN,,49,38,Full Time,Fall Semester 2020
8415,EENG 361L,1,Communication Systems Lab,1,,Lab,T,1800-2045,Joseph W. Luter III Hall 206,Costa Gerousis,6,OPEN,,24,18,Full Time,Fall Semester 2026
9061,SOCL 377,ON1,Gender and Power,3,AIGM,Lec,TR,1630-1745,Synchronous Online Course ,Seth Palmer,1,OPEN,,10,9,Full Time,Fall Semester 2020
9070,HONR 020,2,Second Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,16,OPEN,,49,33,Full Time,Spring Semester 2023
9229,ACCT 302,2,Intermediate Accounting II,3,,Lec,MWF,1400-1450,Paul & Rosemary Trible Library 1210,Jonathan Kugel,7,OPEN,,15,8,Full Time,Spring Semester 2023
8618,HONR 310,6,300-Level Seminar,3,HON,Lec,MWF,1000-1050,Lewis McMurran Hall ,Sharon Larson,0,CLOSED,,0,0,Full Time,Spring Semester 2027
9400,FNAR 201,6,World Art in Context I,3,"AICE, LETR, XFAH",Lec,TR,1630-1745,Ferguson Center for the Arts 201,Ryan Peck,1,OPEN,,19,18,Adjunct,Fall Semester 2020
9167,THEA 210,2,The Dramatic Impulse,3,"AICE, HUMN, LETR, XTHE",Lec,MW,1100-1215,Ferguson Center for the Arts 221,Rebecca Wahls,0,CLOSED,,26,26,Adjunct,Spring Semester 2026
9366,CPSC 336,2,Network Implementation & Admin,3,PROF,Lec,TR,1630-1745,Joseph W. Luter III Hall 323,Chris Kreider,7,OPEN,,19,12,Full Time,Fall Semester 2022
8070,BIOL 315L,1,Human Anatmy/Physiology II Lab,1,,Lab,R,1330-1720,Forbes Hall 2056,Harold Grau,18,OPEN,,24,6,Full Time,Spring Semester 2026
9040,MGMT 355,2,Management Science,3,,Lec,TR,0800-0915,Joseph W. Luter III Hall 105,Emre Kirac,16,OPEN,,30,14,Full Time,Spring Semester 2024
9219,MATH 499,1,Independent Research,1,"LLF, LLFM, WI",Ind,,-,To Be Arranged ,Ryan Carpenter,-1,CLOSED,,0,1,Full Time,Fall Semester 2025
8465,ENGL 421,1,Shakespeare,3,"LETR, LOW",Lec,TR,1500-1615,Lewis McMurran Hall 210,Jessica Apolloni,2,OPEN,YES,20,18,Adjunct,Spring Semester 2026
8067,BIOL 315L,1,Human Anatmy/Physiology II Lab,1,,Lab,R,1330-1720,Forbes Hall 2056,Harold Grau,19,OPEN,,24,5,Full Time,Spring Semester 2025
8981,RSTD 212,2,Religions of the West,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,MWF,1200-1250,Lewis McMurran Hall 360,Hussam Timani,0,CLOSED,,18,18,Full Time,Spring Semester 2023
8128,MGMT 355,2,Management Science,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 105,Emre Kirac,-2,CLOSED,,24,26,Full Time,Spring Semester 2022
9084,LATN 202,1,Intermediate Latin II,3,"LETR, LLF, LLFL, LOW, PROF",Lec,MWF,1300-1350,Lewis McMurran Hall 310,Brad Buszard,12,OPEN,YES,23,11,Full Time,Spring Semester 2024
8248,RSTD 212,3R,Religions of the West,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,MW,1600-1715,Lewis McMurran Hall 364,Steve Strehle,4,OPEN,,19,15,Full Time,Fall Semester 2021
8663,PSYC 315,1,Psychopathology,3,,Lec,TR,0930-1045,Forbes Hall 2074,Michelle Lange,2,OPEN,,45,43,Full Time,Spring Semester 2024
8895,POLS 323,2,American Foreign Policy,3,,Lec,TR,1330-1445,Lewis McMurran Hall 357,Crystal Shelton,-4,CLOSED,,19,23,Full Time,Fall Semester 2026
8602,HONR 310,5,300-Level Seminar,3,HON,Lec,MWF,1100-1150,Forbes Hall 3014,Gayle Dow,-1,CLOSED,,19,20,Full Time,Fall Semester 2025
9125,MUSC 240,1,Percussion Techniques,1,"LETR, OR",Lab,MWF,0900-0950,Ferguson Center for the Arts R106,Scott Amman,9,OPEN,,19,10,Adjunct,Fall Semester 2023
9362,VOIC 333,1,Applied Music: Voice,2,APPL,Lab,,-,To Be Arranged ,John McGuire,-1,CLOSED,,0,1,Full Time,Fall Semester 2020
9259,CPSC 110,1,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MW,1600-1715,Joseph W. Luter III Hall 322,Kimberly Davis,4,OPEN,,36,32,Full Time,Fall Semester 2025
8799,MUSC 112,1,Marching Band,1,AICE,Lab,MWF,1600-1750,Ferguson Center for the Arts R106,Mark Johnson,25,OPEN,,180,155,Full Time,Fall Semester 2026
8121,BIOL 426,1,Human Biomechanics,3,,Lec,MWF,1200-1250,Forbes Hall ,Alex Olmos,19,OPEN,,19,0,Full Time,Spring Semester 2027
8331,CPSC 420,2,Algorithms,3,PROF,Lec,MW,1600-1715,Joseph W. Luter III Hall 236,Scott McElfresh,0,CLOSED,,28,28,Full Time,Spring Semester 2026
9035,ENGL 256,1,Introduction to Film Studies,3,AICE,Lec,W,1800-2045,Lewis McMurran Hall 164,Jim Anklam,0,CLOSED,,19,19,Adjunct,Fall Semester 2023
8067,CPEN 431,1,Computer Engineering Design,4,,Lec,MW,1000-1115,Ferguson Center for the Arts 208,Dali Wang,1,OPEN,,17,16,Full Time,Fall Semester 2020
4013,BIOL 108,ON1,General Biology II,3,"AINW, GE, NSCI, SCIE",Lec,,-,Asynchronous Online Course ,Shauna Haymond,2,OPEN,,29,27,Adjunct,Summer Term II 2024
8911,LDSP 320,1,Leadership Through the Ages,3,LDSP,Lec,MWF,1400-1450,Joseph W. Luter III Hall 269,Kat Callahan,1,OPEN,,24,23,Full Time,Fall Semester 2023
8632,MLSC 202L,1,Leadership Lab,1,LOW,Lab,T,1500-1715,To Be Arranged ,Jerad Hoffmann,5,OPEN,YES,19,14,,Spring Semester 2025
3025,BIOL 313,ON1,Genetics,3,,Lec,,-,Asynchronous Online Course ,Dave Knight,25,OPEN,,29,4,Full Time,Summer Term 1 2021
8792,BIOL 310L,1,Plant Systematics Lab,0,,Lab,F,1300-1650,Forbes Hall 1033,Janet Steven,4,OPEN,,19,15,Full Time,Fall Semester 2020
8058,BIOL 211,3,Principles of Biology I,3,,Lec,TR,1100-1215,Forbes Hall ,Gwynne Brown,48,OPEN,,48,0,Full Time,Spring Semester 2027
8414,FNAR 201,1,World Art in Context I,3,"AICE, LETR, XFAH",Lec,MWF,1000-1050,Torggler Fine Arts Center 102,Kelly O'Connor-Salomon,2,OPEN,,45,43,Adjunct,Spring Semester 2025
8606,HONR 310,8,300-Level Seminar,3,HON,Lec,MW,1600-1715,Joseph W. Luter III Hall 131,Andria Timmer,1,OPEN,,19,18,Full Time,Spring Semester 2026
8291,CPSC 110,2,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MW,1930-2045,Joseph W. Luter III Hall 258,Kenneth Hawkins,3,OPEN,,48,45,Adjunct,Spring Semester 2026
9046,SOCL 314,ON1,"Education, Culture and Society",3,,Lec,TR,1630-1745,Synchronous Online Course ,Jane Rochmes,0,CLOSED,,19,19,Full Time,Fall Semester 2020
8334,CPSC 110,4M,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1500-1550,Joseph W. Luter III Hall 258,Kimberly Davis,3,OPEN,,48,45,Full Time,Fall Semester 2024
8502,ENGL 326,ON1,WI: Writing about Environment,3,WI,Lec,MWF,1300-1350,Synchronous Online Course ,Andrew Rose,3,OPEN,,19,16,Full Time,Spring Semester 2021
8830,PSYC 315,2,Psychopathology,3,,Lec,TR,1100-1215,Forbes Hall 2074,Michelle Lange,1,OPEN,,45,44,Adjunct,Spring Semester 2023
9221,POLS 307,1,Civil Liberties,3,,Lec,TR,1800-1915,Lewis McMurran Hall 314,John Campolongo,3,OPEN,,19,16,Adjunct,Fall Semester 2022
8367,MLSC 202L,1,Leadership Lab,1,LOW,Lab,T,1500-1715,To Be Arranged ,Joseph Patti,6,OPEN,YES,19,13,Adjunct,Spring Semester 2024
9212,AMST 395,1,Special Topics,3,,Lec,MW,1600-1715,Lewis McMurran Hall 260,Jeffry Morrison,2,OPEN,,19,17,Full Time,Fall Semester 2022
8130,PSYC 207,1,Lifespan Development,3,AIII,Lec,TR,1500-1615,Forbes Hall 2070E,Fredrick Frieden,1,OPEN,,39,38,Adjunct,Fall Semester 2021
9213,COMM 491,1,Practicum in Communication,1,CMPH,Pra,,-,To Be Arranged ,David Roaché,-6,CLOSED,,0,6,Full Time,Fall Semester 2024
8196,BUSN 448,ON1,Enterprise Management,3,,Lec,TR,0800-0915,Synchronous Online Course ,Louis Martinette,-4,CLOSED,,15,19,Adjunct,Spring Semester 2021
8937,MUSC 310,1,Aural Skills IV,1,LETR,Lab,TR,1100-1215,Ferguson Center for the Arts A183,Carol Cook,10,OPEN,,19,9,Adjunct,Spring Semester 2023
8011,ACCT 302,2,Intermediate Accounting II,3,,Lec,MWF,1200-1250, ,Jonathan Kugel,25,OPEN,,25,0,Full Time,Spring Semester 2027
8050,BIOL 211,2,Principles of Biology I,3,,Lec,TR,1500-1615,Forbes Hall 2015,Gwynne Brown,6,OPEN,,48,42,Full Time,Spring Semester 2026
8734,CRIM 354,1,Policing in the 21st Century,3,,Lec,M,1800-2045,Joseph W. Luter III Hall 264,MacKenzie Kibler,1,OPEN,,24,23,Adjunct,Spring Semester 2024
8249,RSTD 212,4R,Religions of the West,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,TR,1930-2045,Lewis McMurran Hall 357,Richard Freund,3,OPEN,,19,16,Full Time,Fall Semester 2021
8920,PSYC 336,1,"Death, Dying, & Bereavement",3,,Lec,M,1800-2045,Forbes Hall 2070E,Sherman Lee,1,OPEN,,43,42,Full Time,Fall Semester 2022
8921,THEA 351,1,Tech Theater II,3,LETR,Lec,TR,0930-1045,Ferguson Center for the Arts 223,Tanya Sweet,7,OPEN,,16,9,Full Time,Spring Semester 2022
8199,CPSC 110,2,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1500-1550,Joseph W. Luter III Hall 258,Kimberly Davis,2,OPEN,,48,46,Full Time,Spring Semester 2022
9178,COLL 141,6,Student Success Seminar,1,,Lec,W,1100-1150,Lewis McMurran Hall 210,Zoe Beaver,0,CLOSED,,27,27,Adjunct,Fall Semester 2025
8138,ACCT 302,1,Intermediate Accounting II,3,,Lec,TR,1100-1215,Lewis McMurran Hall 114,Philip Chung,3,OPEN,,13,10,Full Time,Fall Semester 2020
8599,HONR 310,2,300-Level Seminar,3,HON,Lec,MW,1600-1715,Lewis McMurran Hall 307,Benjamin Lynerd,-2,CLOSED,,19,21,Full Time,Fall Semester 2025
8158,PSYC 315,1,Psychopathology,3,,Lec,TR,0930-1045,Forbes Hall 2074,Michelle Lange,4,OPEN,,45,41,Adjunct,Fall Semester 2021
8578,FNAR 201,4C,World Art in Context I,3,"AICE, LETR, XFAH",Lec,TR,1800-1915,Torggler Fine Arts Center 205,Ryan Peck,2,OPEN,,19,17,Adjunct,Fall Semester 2022
8097,GEOG 350,1,GIS for the Social Sciences,3,,Lec,MW,1500-1715,Joseph W. Luter III Hall 157,Federica Bono,5,OPEN,,17,12,Adjunct,Spring Semester 2023
2028,SOCL 340,ON1,Statistics for Social Research,3,,Lec,MTWRF,1300-1615,Joseph W. Luter III Hall 157,Jaime Harris,12,OPEN,,19,7,Full Time,May Term 2022
8696,DANC 260,1,African Dance in the Diaspora,3,AIGM,Lec,TR,1330-1445,Ferguson Center for the Arts T177,Ann Bellecci,1,OPEN,,17,16,Full Time,Fall Semester 2021
8212,CPSC 336,1,Network Implementation & Admin,3,PROF,Lec,TR,1330-1445,Joseph W. Luter III Hall 323,Chris Kreider,2,OPEN,,23,21,Full Time,Fall Semester 2022
8953,RSTD 212,1,Religions of the West,3,"AIWT, GE, HUMN, LETR, LOW, XPRS",Lec,TR,1500-1615,Lewis McMurran Hall 310,Vered Sakal,3,OPEN,YES,22,19,Full Time,Spring Semester 2026
9251,LDSP 320,ON2,Leadership Through the Ages,3,,Lec,MWF,1000-1050,Synchronous Online Course ,Qingyan Tian,2,OPEN,,26,24,Full Time,Fall Semester 2020
8336,CPSC 110,6M,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1300-1350,Joseph W. Luter III Hall 258,Kimberly Davis,2,OPEN,,48,46,Adjunct,Fall Semester 2024
8211,MKTG 460,2,Integrated Marketing Communic,3,,Lec,TR,1100-1215,Joseph W. Luter III Hall 142,Matt Hettche,-1,CLOSED,,23,24,Full Time,Fall Semester 2020
9289,NAVS 401,1,Leadership and Management I,3,,Lec,TR,0930-1045,To Be Arranged ,Dean Jensen,-1,CLOSED,,0,1,Adjunct,Fall Semester 2025
8037,BIOL 313,1,Genetics,3,,Lec,TR,1800-1915,Forbes Hall 1022,James Bogenpohl,7,OPEN,,95,88,Full Time,Spring Semester 2025
8861,ANTH 330,1,"Language, Culture & Society",3,"AIGM, XENG, XSOC",Lec,TR,1100-1215,Joseph W. Luter III Hall 167,Seth Palmer,-1,CLOSED,,9,10,Full Time,Fall Semester 2024
8229,BIOL 300,1,Biostats-Statstcl App Life Sci,3,,Lec,TR,0800-0915,Forbes Hall 2090,Drew Velkey,-2,CLOSED,,16,18,Full Time,Fall Semester 2024
8806,PHIL 205,1,The Anatomy of Thought,3,"AIIF, LETR, LLFR, XPRS",Lec,MWF,0900-0950,Lewis McMurran Hall 101,Eric Silverman,3,OPEN,,30,27,Full Time,Spring Semester 2026
9126,LDSP 370,1,Leading in Healthcare Industry,3,LDSP,Lec,W,1800-2100,Joseph W. Luter III Hall 264,Molly Camaioni,0,CLOSED,,26,26,Full Time,Spring Semester 2023
4022,LDSP 320,S21,Leadership Through the Ages,3,LDSP,Lec,,-,To Be Arranged ,Lori Throupe,-11,CLOSED,,0,11,Adjunct,Extended Summer 2025
8524,PHYS 151,3,College Physics I,3,"AINW, GE, NSCI, SCIE, XNAT",Lec,TR,1500-1615,Joseph W. Luter III Hall 269,Costa Gerousis,7,OPEN,,45,38,Full Time,Fall Semester 2024
9166,MUSC 314,1,Princ of Choral Conducting,3,LETR,Lec,MW,1430-1545,Ferguson Center for the Arts R118,John Irving,5,OPEN,,10,5,Full Time,Fall Semester 2026
8223,CHIN 102,2,Beginning Chinese II,3,,Lec,MWF,1200-1250,Lewis McMurran Hall 364,Jing Li,7,OPEN,,15,8,Adjunct,Spring Semester 2026
9072,HONR 020,3,Second Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,33,OPEN,,49,16,Full Time,Fall Semester 2022
9249,LDSP 320,1,Leadership Through the Ages,3,,Lec,TR,0800-0915,Lewis McMurran Hall 262,Shalyn Lapke,2,OPEN,,19,17,Adjunct,Fall Semester 2020
8525,CRIM 357,1,Incarceration and Punishment,3,,Lec,TR,0800-0915,Joseph W. Luter III Hall 167,Steven Keener,1,OPEN,,19,18,Full Time,Fall Semester 2022
8735,BIOL 407L,1,General Ecology Laboratory,0,,Lab,R,1330-1720,Forbes Hall 2051,Gary Whiting,9,OPEN,,22,13,Full Time,Fall Semester 2024
8519,ENGL 256,1,Introduction to Film Studies,3,"AICE, LOW",Lec,W,1800-2045,Torggler Fine Arts Center 102,Jim Anklam,0,CLOSED,YES,25,25,Adjunct,Fall Semester 2025
8689,CPSC 110,4M,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1500-1550,Joseph W. Luter III Hall 258,Doretha Jones,6,OPEN,,45,39,Adjunct,Fall Semester 2023
8271,COMM 303,1,Rhetorical Theory,3,,Lec,MWF,0900-0950,Joseph W. Luter III Hall ,Mark Steiner,22,OPEN,,22,0,Full Time,Spring Semester 2027
8972,SOWK 301L,1,Prac I Lab and Jr Field Inst,2,,Lab,TR,0930-1215,Forbes Hall 3012,Jill Russett,-2,CLOSED,,24,26,Adjunct,Fall Semester 2025
2053,SOCL 314,ON1,"Education, Culture and Society",3,,Lec,,-,Asynchronous Online Course ,Linda Waldron,0,CLOSED,,12,12,Full Time,May Term 2025
8455,COMM 335,1,Rhetoric and Politics,3,CMPH,Lec,TR,1100-1215,Forbes Hall 2014,Mark Steiner,6,OPEN,,24,18,Full Time,Spring Semester 2022
8931,COMM 491,1,Practicum in Communication,1,CMPH,Pra,,-,To Be Arranged ,Todd Goen,-7,CLOSED,,0,7,Full Time,Fall Semester 2021
9317,THEA 210,4,The Dramatic Impulse,3,"AICE, HUMN, LETR, XTHE",Lec,MW,1430-1545,Ferguson Center for the Arts 201,Grace Godwin,0,CLOSED,,24,24,Full Time,Fall Semester 2026
8526,CRIM 357,2,Incarceration and Punishment,3,,Lec,TR,1500-1615,Forbes Hall 2070A,Steven Keener,-4,CLOSED,,23,27,Full Time,Fall Semester 2022
9060,ENGL 421,1,Shakespeare,3,LETR,Lec,TR,0930-1045,Lewis McMurran Hall 164,Jessica Apolloni,-2,CLOSED,,25,27,Adjunct,Fall Semester 2023
8409,FNAR 117,2,3D Design,3,LOW,Stu,MW,1800-2020,Torggler Fine Arts Center 119,Greg Henry,8,OPEN,YES,17,9,Full Time,Spring Semester 2025
8721,MUSC 112,1,Marching Band,1,"AICE, LOW",Lab,MWF,1600-1750,Ferguson Center for the Arts R106,Mark Johnson,40,OPEN,YES,200,160,Full Time,Fall Semester 2025
8839,PHYS 151,1,College Physics I,3,"AINW, GE, NSCI, SCIE, XNAT",Lec,TR,1100-1215,Science & Engineering Research ,Leon Cole,33,OPEN,,33,0,Full Time,Spring Semester 2027
8363,PSYC 315,2,Psychopathology,3,,Lec,MW,1600-1715,Forbes Hall 2070E,Earl Riggins,24,OPEN,,45,21,Adjunct,Fall Semester 2024
9107,ANTH 395, 1,Special Topic,3,,Lec,MWF,1100-1150,Joseph W. Luter III Hall 137,Chris Loy,1,OPEN,,19,18,Full Time,Fall Semester 2025
9034,ANTH 325,ON2,Food and Culture,3,"AIGM, XSOC",Lec,TR,1330-1445,Synchronous Online Course ,Andria Timmer,1,OPEN,,21,20,Full Time,Fall Semester 2020
8325,CPSC 336,1,Network Implementation & Admin,3,PROF,Lec,TR,0930-1045,Joseph W. Luter III Hall 323,Chris Kreider,-6,CLOSED,,24,30,Full Time,Spring Semester 2026
9346,DANC 499,1,Independent Study in Dance,1,,Ind,,-,To Be Arranged ,Laura Lloyd,-1,CLOSED,,0,1,Adjunct,Spring Semester 2026
9346,DANC 499,1,Independent Study in Dance,1,,Ind,,-,To Be Arranged ,Laura Lloyd,-1,CLOSED,,0,1,Full Time,Spring Semester 2026
8598,HIST 408,1,The Crusades,3,EURO,Lec,MW,1600-1715,Lewis McMurran Hall ,Charlotte Cartwright,12,OPEN,,12,0,Full Time,Spring Semester 2027
8603,GEOG 308,1,Urban Social Geography,3,,Lec,TR,1100-1215,Ferguson Center for the Arts 201,Johnny Finn,-6,CLOSED,,10,16,Full Time,Fall Semester 2023
8371,CPSC 420,ON2,Algorithms,3,PROF,Lec,MW,1800-1915,Synchronous Online Course ,Ming Zhang,0,CLOSED,,24,24,Full Time,Spring Semester 2021
9199,ACCT 401,1,Introduction to Taxation,3,,Lec,TR,1330-1445,Joseph W. Luter III Hall 121,Mary Scott,-6,CLOSED,,36,42,Full Time,Spring Semester 2024
9316,ENGL 210,1,Introduction to Journalism,3,,Lec,MWF,1300-1350,Lewis McMurran Hall 257,Cynthia Davis,12,OPEN,,19,7,Full Time,Fall Semester 2022
8753,LATN 200,1R,Latin and Its Living Legacy,3,"GE, LETR, LLF, LLFL, PROF",Lec,MWF,1400-1450,Lewis McMurran Hall 207,Brad Buszard,5,OPEN,,19,14,Full Time,Fall Semester 2022
8958,PHYS 151,1,College Physics I,3,"AINW, GE, NSCI, SCIE, XNAT",Lec,TR,1100-1215,Freeman Center T113,Leon Cole,0,CLOSED,,36,36,Full Time,Spring Semester 2021
8408,FNAR 117,1,3D Design,3,LOW,Stu,MW,1030-1250,Torggler Fine Arts Center 119,Ryan Lytle,1,OPEN,YES,17,16,Adjunct,Spring Semester 2025
8331,CPSC 420,1,Algorithms,3,PROF,Lec,MW,1600-1715,Joseph W. Luter III Hall ,Scott McElfresh,24,OPEN,,24,0,Full Time,Spring Semester 2027
8502,POLS 323,ON1,American Foreign Policy,3,,Lec,MWF,1300-1350,Synchronous Online Course ,Crystal Shelton,0,CLOSED,,30,30,Full Time,Fall Semester 2020
9324,CPSC 336,1,Network Implementation & Admin,3,PROF,Ind,,-,To Be Arranged ,Chris Kreider,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
8845,ENVS 545L,1,Mammalogy Lab,0,,Lab,M,1300-1650,Forbes Hall 2043,Rick Sherwin,0,CLOSED,,5,5,Full Time,Fall Semester 2024
9470,DANC 499,1,Independent Study in Dance,1,,Ind,,-,To Be Arranged ,Laura Lloyd,-1,CLOSED,,0,1,Full Time,Fall Semester 2020
